,week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
1621,2022-01-23,Films (Non-English),1,How I Fell in Love with a Gangster,,8690000,3,tm1143058,MOVIE,"A mysterious woman recounts the rise and fall of Nikodem ""Nikoś"" Skotarczak, one of the biggest gangsters in Poland's history. Inspired by a true story.",2022.0,,179.0,"['drama', 'crime']",['PL'],,tt16453244,6.0,2248.0
1622,2022-01-23,Films (Non-English),2,Photocopier,,6920000,2,tm1106212,MOVIE,"When photos of her at a party cause her to lose a scholarship, a student investigates whether something devastating happened to her that night.",2021.0,,130.0,"['drama', 'thriller', 'crime']",['ID'],,tt13729220,6.7,3010.0
1623,2022-01-23,Films (Non-English),3,Shyam Singha Roy,,3590000,1,tm1115392,MOVIE,"A young filmmaker is in a soup right when he’s about to find his footing in the film industry. When he sets out to find an answer, turns out it’s in the past.",2021.0,,155.0,"['drama', 'romance', 'thriller', 'horror']",['IN'],,tt13349716,7.7,11655.0
1624,2022-01-23,Films (Non-English),4,My Father's Violin,,3170000,1,tm1144897,MOVIE,"Through their shared grief and connection to music, an orphaned girl bonds with her emotionally aloof, successful violinist uncle.",2022.0,,112.0,"['drama', 'music']",['TR'],,tt14369276,6.4,3216.0
1625,2022-01-23,Films (Non-English),5,أصحاب ...ولا أعزّ,,2670000,1,,,,,,,,,,,,
1626,2022-01-23,Films (Non-English),6,Rogue City,,2450000,1,tm854278,MOVIE,"Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.",2020.0,PG-13,116.0,"['crime', 'thriller', 'action', 'drama']",['FR'],,,,
1627,2022-01-23,Films (Non-English),7,Amandla,,2380000,1,tm1150800,MOVIE,"Amandla is an anti-apartheid resistance slogan and means power. Apartheid in South Africa is still in full force when, in 1987, the two brothers Impi and Nkosana grew up on a farm as the sons of servants. The white owners are liberal people who aren't too particular about racial segregation. Black Africans have it relatively good there. Even a tender love bond develops between Impi and the blond daughter Elizabeth. But they have to be on their guard when neighboring farmers come to visit. When three racist upstart Boers arrive on the farm one day, tragic incidents occur with terrible consequences. The two Zulu boys are now on their own. Several years after surviving this childhood tragedy, the now grown brothers each find themselves on the opposing sides of the law. One is a gangster, the other is a police officer. A heinous gang crime tests their loyalty to one another.",2022.0,,106.0,"['drama', 'crime']","['CA', 'ZA']",,tt5343008,5.5,391.0
1628,2022-01-23,Films (Non-English),8,Lost Bullet,,2050000,1,tm893799,MOVIE,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",2020.0,,92.0,"['thriller', 'action', 'crime']","['BE', 'FR']",,tt10456740,6.3,9479.0
1629,2022-01-23,Films (Non-English),9,Blood Red Sky,,1870000,10,tm1027081,MOVIE,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,2021.0,,121.0,"['thriller', 'action', 'fantasy', 'horror']","['GB', 'DE']",,tt11607896,6.1,44006.0
1630,2022-01-23,Films (Non-English),10,Vicky and Her Mystery,,1780000,5,tm945448,MOVIE,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.",2021.0,,84.0,"['drama', 'family', 'european']",['FR'],,tt10945274,6.4,1900.0
1631,2022-01-23,TV (English),1,Ozark,Ozark: Season 4,77010000,1,ts53864,SHOW,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",2017.0,TV-MA,60.0,"['drama', 'crime', 'thriller']",['US'],4.0,tt5071412,8.5,300454.0
1632,2022-01-23,TV (English),2,Archive 81,Archive 81: Season 1,70980000,2,ts256710,SHOW,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,2022.0,TV-MA,54.0,"['drama', 'scifi', 'horror', 'thriller']",['US'],1.0,tt13365348,7.3,45954.0
1633,2022-01-23,TV (English),3,Too Hot to Handle,Too Hot to Handle: Season 3,41100000,1,ts236531,SHOW,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",2020.0,TV-MA,42.0,"['reality', 'romance']",['US'],3.0,tt12004280,4.6,12230.0
1634,2022-01-23,TV (English),4,Stay Close,Stay Close: Limited Series,26980000,4,ts281927,SHOW,"The lives of a photojournalist, a soccer mom and a homicide detective are disturbed by a terrible event from the past.",2021.0,TV-MA,47.0,"['crime', 'drama', 'thriller']",['GB'],1.0,tt2201227,6.9,30197.0
1635,2022-01-23,TV (English),5,Ozark,Ozark: Season 1,24480000,1,ts53864,SHOW,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",2017.0,TV-MA,60.0,"['drama', 'crime', 'thriller']",['US'],4.0,tt5071412,8.5,300454.0
1636,2022-01-23,TV (English),6,Cobra Kai,Cobra Kai: Season 4,23840000,4,ts78801,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018.0,TV-14,31.0,"['action', 'drama', 'sport', 'comedy']",['US'],5.0,tt7221388,8.5,166830.0
1637,2022-01-23,TV (English),7,The Witcher,The Witcher: Season 2,22640000,6,ts57327,SHOW,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",2019.0,TV-MA,58.0,"['scifi', 'action', 'horror', 'drama', 'fantasy']",['US'],2.0,tt5180504,8.2,472202.0
1638,2022-01-23,TV (English),8,Manifest,Manifest: Season 1,20760000,9,ts81294,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018.0,TV-14,42.0,"['drama', 'thriller', 'scifi']",['US'],4.0,tt8421350,7.1,53185.0
1639,2022-01-23,TV (English),9,Cheer,Cheer: Season 2,20700000,2,ts223981,SHOW,"The stakes on the mat are high, but for these cheerleaders, the only thing more brutal than their workouts and more exceptional than their performances are the stories of adversity and triumph behind the athletes themselves.",2020.0,TV-MA,56.0,"['documentation', 'sport', 'reality']",['US'],2.0,tt11426660,8.1,6271.0
1640,2022-01-23,TV (English),10,Emily in Paris,Emily in Paris: Season 2,18240000,5,ts84146,SHOW,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",2020.0,TV-MA,29.0,"['drama', 'comedy', 'romance']",['US'],2.0,tt8962124,6.9,86631.0
1641,2022-01-23,TV (Non-English),1,Café con aroma de mujer,Café con aroma de mujer: Season 1,96360000,4,,,,,,,,,,,,
1642,2022-01-23,TV (Non-English),2,El marginal,El marginal: Season 4,21730000,1,ts42022,SHOW,An ex-cop entered a prison as convicted under a false identity in order to infiltrate within a group of prisoners that has just kidnapped the teenage daughter of an important national judge.,2016.0,TV-MA,54.0,"['drama', 'crime', 'thriller', 'action']",['AR'],5.0,tt5820976,8.1,4047.0
1643,2022-01-23,TV (Non-English),3,The Queen of Flow,The Queen of Flow: Season 2,21200000,10,ts81821,SHOW,"After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",2018.0,TV-MA,45.0,"['drama', 'family', 'music']",['CO'],2.0,tt8560918,7.7,1247.0
1644,2022-01-23,TV (Non-English),4,Our Beloved Summer,Our Beloved Summer: Season 1,19740000,5,ts313689,SHOW,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives.",2021.0,TV-14,61.0,"['comedy', 'drama']",['KR'],1.0,,,
1645,2022-01-23,TV (Non-English),5,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",11640000,9,,,,,,,,,,,,
1646,2022-01-23,TV (Non-English),6,Yeh Kaali Kaali Ankhein,Yeh Kaali Kaali Ankhein: Season 1,11260000,1,ts321254,SHOW,"Relentlessly pursued by a powerful politician’s daughter who will do anything to make him hers, a man slips down a dark, risky path to reclaim his life.",2022.0,TV-MA,40.0,"['drama', 'thriller', 'crime']",['IN'],1.0,,,
1647,2022-01-23,TV (Non-English),7,Carinha de Anjo,Carinha de Anjo: Season 1,10690000,14,,,,,,,,,,,,
1648,2022-01-23,TV (Non-English),8,Squid Game,Squid Game: Season 1,10200000,19,ts220305,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",2021.0,TV-MA,55.0,"['action', 'thriller', 'drama']",['KR'],2.0,tt10919420,8.0,426967.0
1649,2022-01-23,TV (Non-English),9,Money Heist,Money Heist: Part 5,10000000,14,ts56768,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017.0,TV-MA,49.0,"['thriller', 'action', 'crime', 'drama', 'european']",['ES'],5.0,tt6468322,8.2,461688.0
1650,2022-01-23,TV (Non-English),10,The Queen of Flow,The Queen of Flow: Season 1,9950000,8,ts81821,SHOW,"After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",2018.0,TV-MA,45.0,"['drama', 'family', 'music']",['CO'],2.0,tt8560918,7.7,1247.0
1651,2022-01-16,Films (English),1,Brazen,,45340000,1,tm1141594,MOVIE,Mystery writer Grace Miller has killer instincts when it comes to motive - and she'll need every bit of expertise to help solve her sister's murder.,2022.0,,94.0,"['thriller', 'romance', 'crime', 'drama']",['US'],,tt13978306,4.1,11753.0
1652,2022-01-16,Films (English),2,Don't Look Up,,28390000,4,tm856378,MOVIE,Two American astronomers attempt to warn humankind about an approaching comet that will wipe out life on planet Earth.,2021.0,R,138.0,"['comedy', 'drama', 'scifi']",['US'],,tt11286314,7.2,515337.0
1653,2022-01-16,Films (English),3,Mother/Android,,23170000,2,,,,,,,,,,,,
1654,2022-01-16,Films (English),4,The Secret Life of Pets 2,,9390000,1,,,,,,,,,,,,
1655,2022-01-16,Films (English),5,Just Go With It,,8790000,3,,,,,,,,,,,,
1656,2022-01-16,Films (English),6,Red Notice,,8710000,10,tm404856,MOVIE,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",2021.0,PG-13,117.0,"['thriller', 'action', 'comedy', 'crime']",['US'],,tt7991608,6.3,264194.0
1657,2022-01-16,Films (English),7,Back to the Outback,,8710000,6,tm1020851,MOVIE,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback.",2021.0,PG,95.0,"['animation', 'comedy', 'family']","['AU', 'US']",,tt13575806,6.5,7896.0
1658,2022-01-16,Films (English),8,Tides,,8470000,1,,,,,,,,,,,,
1659,2022-01-16,Films (English),9,Riverdance: The Animated Adventure,,7860000,1,tm1042481,MOVIE,A young Irish boy named Keegan and Spanish girl named Moya journey into a magical world of the Megaloceros Giganteus who teach them to appreciate Riverdance as a celebration of life. Based on the stage show phenomenon of the same name and featuring Bill Whelan’s multi-platinum Grammy Award-winning music.,2021.0,,86.0,"['animation', 'comedy', 'fantasy']",['CA'],,tt10841088,5.4,1815.0
1660,2022-01-16,Films (English),10,The Clovehitch Killer,,7000000,1,,,,,,,,,,,,
1661,2022-01-16,Films (Non-English),1,How I Fell in Love with a Gangster,,11510000,2,tm1143058,MOVIE,"A mysterious woman recounts the rise and fall of Nikodem ""Nikoś"" Skotarczak, one of the biggest gangsters in Poland's history. Inspired by a true story.",2022.0,,179.0,"['drama', 'crime']",['PL'],,tt16453244,6.0,2248.0
1662,2022-01-16,Films (Non-English),2,Four to Dinner,,4750000,2,tm1137862,MOVIE,"In this rom-com challenging the concept of soulmates, parallel storylines portray four single friends as they pair up in different couple combinations.",2022.0,,104.0,"['comedy', 'romance']",['IT'],,tt14247286,6.3,3130.0
1663,2022-01-16,Films (Non-English),3,The Wasteland,,4640000,2,tm1108648,MOVIE,"Lucía and her son live isolated from society in a flat place where there’s practically no life. The small family unit formed by mother and son hardly ever receives visitors, and their goal is to lead a quiet existence. At first they succeed, but the appearance of a mysterious, violent creature that starts stalking their small house will put the relationship that unites them to the test.",2022.0,,91.0,"['thriller', 'horror', 'drama']",['ES'],,tt13323118,4.6,3993.0
1664,2022-01-16,Films (Non-English),4,Chandigarh Kare Aashiqui,,4610000,2,tm963023,MOVIE,"Manu, a bodybuilder from Chandigarh, India, falls in love with Maanvi, a Zumba teacher. All seems well until a revelation causes turmoil in their love story.",2021.0,,117.0,"['romance', 'comedy', 'crime', 'drama']",['IN'],,tt12861850,6.8,13203.0
1665,2022-01-16,Films (Non-English),5,Photocopier,,4440000,1,tm1106212,MOVIE,"When photos of her at a party cause her to lose a scholarship, a student investigates whether something devastating happened to her that night.",2021.0,,130.0,"['drama', 'thriller', 'crime']",['ID'],,tt13729220,6.7,3010.0
1666,2022-01-16,Films (Non-English),6,Major Grom: Plague Doctor,,3120000,6,tm454879,MOVIE,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",2021.0,,136.0,"['action', 'crime']",['RU'],,tt7601480,6.3,11939.0
1667,2022-01-16,Films (Non-English),7,Minnal Murali,,2510000,4,tm1086874,MOVIE,A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,2021.0,,158.0,"['comedy', 'action', 'drama', 'fantasy', 'scifi']",['IN'],,tt7268738,8.1,24681.0
1668,2022-01-16,Films (Non-English),8,Vicky and Her Mystery,,2070000,4,tm945448,MOVIE,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.",2021.0,,84.0,"['drama', 'family', 'european']",['FR'],,tt10945274,6.4,1900.0
1669,2022-01-16,Films (Non-English),9,Lulli,,2000000,3,tm890013,MOVIE,"After getting electrocuted by an MRI machine, an ambitious young medical student begins to hear the thoughts of others.",2021.0,,90.0,"['fantasy', 'comedy', 'romance']",['BR'],,tt16282866,4.8,1452.0
1670,2022-01-16,Films (Non-English),10,Sin Nombre,,1830000,2,,,,,,,,,,,,
1671,2022-01-16,TV (English),1,Stay Close,Stay Close: Limited Series,53720000,3,ts281927,SHOW,"The lives of a photojournalist, a soccer mom and a homicide detective are disturbed by a terrible event from the past.",2021.0,TV-MA,47.0,"['crime', 'drama', 'thriller']",['GB'],1.0,tt2201227,6.9,30197.0
1672,2022-01-16,TV (English),2,Cobra Kai,Cobra Kai: Season 4,41240000,3,ts78801,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018.0,TV-14,31.0,"['action', 'drama', 'sport', 'comedy']",['US'],5.0,tt7221388,8.5,166830.0
1673,2022-01-16,TV (English),3,The Witcher,The Witcher: Season 2,34350000,5,ts57327,SHOW,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",2019.0,TV-MA,58.0,"['scifi', 'action', 'horror', 'drama', 'fantasy']",['US'],2.0,tt5180504,8.2,472202.0
1674,2022-01-16,TV (English),4,Emily in Paris,Emily in Paris: Season 2,30020000,4,ts84146,SHOW,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",2020.0,TV-MA,29.0,"['drama', 'comedy', 'romance']",['US'],2.0,tt8962124,6.9,86631.0
1675,2022-01-16,TV (English),5,Cheer,Cheer: Season 2,29080000,1,ts223981,SHOW,"The stakes on the mat are high, but for these cheerleaders, the only thing more brutal than their workouts and more exceptional than their performances are the stories of adversity and triumph behind the athletes themselves.",2020.0,TV-MA,56.0,"['documentation', 'sport', 'reality']",['US'],2.0,tt11426660,8.1,6271.0
1676,2022-01-16,TV (English),6,Manifest,Manifest: Season 1,28120000,8,ts81294,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018.0,TV-14,42.0,"['drama', 'thriller', 'scifi']",['US'],4.0,tt8421350,7.1,53185.0
1677,2022-01-16,TV (English),7,Archive 81,Archive 81: Season 1,22220000,1,ts256710,SHOW,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,2022.0,TV-MA,54.0,"['drama', 'scifi', 'horror', 'thriller']",['US'],1.0,tt13365348,7.3,45954.0
1678,2022-01-16,TV (English),8,The Witcher,The Witcher: Season 1,18580000,6,ts57327,SHOW,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",2019.0,TV-MA,58.0,"['scifi', 'action', 'horror', 'drama', 'fantasy']",['US'],2.0,tt5180504,8.2,472202.0
1679,2022-01-16,TV (English),9,Manifest,Manifest: Season 2,14810000,3,ts81294,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018.0,TV-14,42.0,"['drama', 'thriller', 'scifi']",['US'],4.0,tt8421350,7.1,53185.0
1680,2022-01-16,TV (English),10,Cobra Kai,Cobra Kai: Season 3,13950000,2,ts78801,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018.0,TV-14,31.0,"['action', 'drama', 'sport', 'comedy']",['US'],5.0,tt7221388,8.5,166830.0
1681,2022-01-16,TV (Non-English),1,Café con aroma de mujer,Café con aroma de mujer: Season 1,98850000,3,,,,,,,,,,,,
1682,2022-01-16,TV (Non-English),2,The Queen of Flow,The Queen of Flow: Season 2,24210000,9,ts81821,SHOW,"After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",2018.0,TV-MA,45.0,"['drama', 'family', 'music']",['CO'],2.0,tt8560918,7.7,1247.0
1683,2022-01-16,TV (Non-English),3,Rebelde,Rebelde: Season 1,23880000,2,ts311915,SHOW,Head back to Elite Way School as a new generation of students hope to win the Battle of the Bands.,2022.0,TV-MA,40.0,"['drama', 'romance', 'family', 'comedy', 'music']",['MX'],2.0,tt14153686,6.2,2492.0
1684,2022-01-16,TV (Non-English),4,Single’s Inferno,Single’s Inferno: Season 1,19250000,3,ts320183,SHOW,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",2021.0,TV-PG,61.0,['reality'],['KR'],2.0,tt16283666,7.1,1608.0
1685,2022-01-16,TV (Non-English),5,Our Beloved Summer,Our Beloved Summer: Season 1,18710000,4,ts313689,SHOW,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives.",2021.0,TV-14,61.0,"['comedy', 'drama']",['KR'],1.0,,,
1686,2022-01-16,TV (Non-English),6,Undercover,Undercover: Season 3,16830000,1,ts88469,SHOW,Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,2019.0,TV-MA,49.0,"['drama', 'crime', 'thriller']",['BE'],3.0,tt7263154,7.8,17005.0
1687,2022-01-16,TV (Non-English),7,Money Heist,Money Heist: Part 5,13000000,13,ts56768,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017.0,TV-MA,49.0,"['thriller', 'action', 'crime', 'drama', 'european']",['ES'],5.0,tt6468322,8.2,461688.0
1688,2022-01-16,TV (Non-English),8,Undercover,Undercover: Season 1,12070000,1,ts88469,SHOW,Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,2019.0,TV-MA,49.0,"['drama', 'crime', 'thriller']",['BE'],3.0,tt7263154,7.8,17005.0
1689,2022-01-16,TV (Non-English),9,Carinha de Anjo,Carinha de Anjo: Season 1,11860000,13,,,,,,,,,,,,
1690,2022-01-16,TV (Non-English),10,Squid Game,Squid Game: Season 1,11780000,18,ts220305,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",2021.0,TV-MA,55.0,"['action', 'thriller', 'drama']",['KR'],2.0,tt10919420,8.0,426967.0
1691,2022-01-09,Films (English),1,Don't Look Up,,58200000,3,tm856378,MOVIE,Two American astronomers attempt to warn humankind about an approaching comet that will wipe out life on planet Earth.,2021.0,R,138.0,"['comedy', 'drama', 'scifi']",['US'],,tt11286314,7.2,515337.0
1692,2022-01-09,Films (English),2,Mother/Android,,29730000,1,,,,,,,,,,,,
1693,2022-01-09,Films (English),3,The Lost Daughter,,20370000,2,tm1080083,MOVIE,A woman's seaside vacation takes a dark turn when her obsession with a young mother forces her to confront secrets from her past.,2021.0,R,122.0,['drama'],"['GR', 'GB', 'US']",,tt9100054,6.7,58882.0
1694,2022-01-09,Films (English),4,Back to the Outback,,12430000,5,tm1020851,MOVIE,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback.",2021.0,PG,95.0,"['animation', 'comedy', 'family']","['AU', 'US']",,tt13575806,6.5,7896.0
1695,2022-01-09,Films (English),5,The Unforgivable,,11340000,5,tm1092864,MOVIE,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,2021.0,R,112.0,"['drama', 'crime']","['GB', 'US', 'DE']",,tt11233960,7.1,105353.0
1696,2022-01-09,Films (English),6,Red Notice,,11090000,9,tm404856,MOVIE,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",2021.0,PG-13,117.0,"['thriller', 'action', 'comedy', 'crime']",['US'],,tt7991608,6.3,264194.0
1697,2022-01-09,Films (English),7,Just Go With It,,10530000,2,,,,,,,,,,,,
1698,2022-01-09,Films (English),8,Journey 2: The Mysterious Island,,10520000,2,,,,,,,,,,,,
1699,2022-01-09,Films (English),9,Seal Team,,10310000,1,tm834847,MOVIE,Fearless seal Quinn assembles a squad of misfit recruits to stand up to ruthless sharks with razor-sharp teeth and reclaim the open sea.,2021.0,,101.0,"['animation', 'comedy']",['ZA'],,tt8456190,5.5,1350.0
1700,2022-01-09,Films (English),10,The Longest Yard,,9960000,1,,,,,,,,,,,,
1701,2022-01-09,Films (Non-English),1,The Wasteland,,11930000,1,tm1108648,MOVIE,"Lucía and her son live isolated from society in a flat place where there’s practically no life. The small family unit formed by mother and son hardly ever receives visitors, and their goal is to lead a quiet existence. At first they succeed, but the appearance of a mysterious, violent creature that starts stalking their small house will put the relationship that unites them to the test.",2022.0,,91.0,"['thriller', 'horror', 'drama']",['ES'],,tt13323118,4.6,3993.0
1702,2022-01-09,Films (Non-English),2,Four to Dinner,,7440000,1,tm1137862,MOVIE,"In this rom-com challenging the concept of soulmates, parallel storylines portray four single friends as they pair up in different couple combinations.",2022.0,,104.0,"['comedy', 'romance']",['IT'],,tt14247286,6.3,3130.0
1703,2022-01-09,Films (Non-English),3,How I Fell in Love with a Gangster,,6150000,1,tm1143058,MOVIE,"A mysterious woman recounts the rise and fall of Nikodem ""Nikoś"" Skotarczak, one of the biggest gangsters in Poland's history. Inspired by a true story.",2022.0,,179.0,"['drama', 'crime']",['PL'],,tt16453244,6.0,2248.0
1704,2022-01-09,Films (Non-English),4,Chandigarh Kare Aashiqui,,5300000,1,tm963023,MOVIE,"Manu, a bodybuilder from Chandigarh, India, falls in love with Maanvi, a Zumba teacher. All seems well until a revelation causes turmoil in their love story.",2021.0,,117.0,"['romance', 'comedy', 'crime', 'drama']",['IN'],,tt12861850,6.8,13203.0
1705,2022-01-09,Films (Non-English),5,Minnal Murali,,5080000,3,tm1086874,MOVIE,A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,2021.0,,158.0,"['comedy', 'action', 'drama', 'fantasy', 'scifi']",['IN'],,tt7268738,8.1,24681.0
1706,2022-01-09,Films (Non-English),6,Lulli,,4020000,2,tm890013,MOVIE,"After getting electrocuted by an MRI machine, an ambitious young medical student begins to hear the thoughts of others.",2021.0,,90.0,"['fantasy', 'comedy', 'romance']",['BR'],,tt16282866,4.8,1452.0
1707,2022-01-09,Films (Non-English),7,Vicky and Her Mystery,,3830000,3,tm945448,MOVIE,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.",2021.0,,84.0,"['drama', 'family', 'european']",['FR'],,tt10945274,6.4,1900.0
1708,2022-01-09,Films (Non-English),8,Major Grom: Plague Doctor,,2830000,5,tm454879,MOVIE,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",2021.0,,136.0,"['action', 'crime']",['RU'],,tt7601480,6.3,11939.0
1709,2022-01-09,Films (Non-English),9,STAND BY ME Doraemon 2,,2410000,3,,,,,,,,,,,,
1710,2022-01-09,Films (Non-English),10,Sin Nombre,,2300000,1,,,,,,,,,,,,
1711,2022-01-09,TV (English),1,Cobra Kai,Cobra Kai: Season 4,107810000,2,ts78801,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018.0,TV-14,31.0,"['action', 'drama', 'sport', 'comedy']",['US'],5.0,tt7221388,8.5,166830.0
1712,2022-01-09,TV (English),2,Stay Close,Stay Close: Limited Series,91180000,2,ts281927,SHOW,"The lives of a photojournalist, a soccer mom and a homicide detective are disturbed by a terrible event from the past.",2021.0,TV-MA,47.0,"['crime', 'drama', 'thriller']",['GB'],1.0,tt2201227,6.9,30197.0
